Name	Age	Class	Ticket	Location	Job	Boat	Survived	Sex
BUCKNELL, Mrs Emma Eliza	58	1st Class Passenger	11813 £76 5s 10d	Cherbourg		8	1	F
BULEY, Mr Edward John	26	Deck Crew		Southampton	Able Seaman	10	1	M
BULL, Mr Walter Edward	30	Victualling Crew		Southampton	Scullion		0	M
BULLEY, Mr Henry Ashburnham	21	Victualling Crew		Southampton	Boots Steward (2nd class)		0	M
BUNNELL, Mr Wilfred James	20	Victualling Crew		Belfast	Plate Steward		0	M
BURGESS, Mr Charles	18	Victualling Crew		Southampton	Extra 3rd. Baker		1	M
BURKE, Mr Jeremiah	19	3rd Class Passenger	365222 £6 15s	Queenstown	Farm Labourer		0	M
BURKE, Mr Richard Edward	30	Victualling Crew		Belfast	Lounge Steward (1st class)		0	M
BURKE, Mr William	31	Victualling Crew		Belfast	Saloon Steward		1	M
BURNS, Miss Elizabeth Margaret	41	1st Class Passenger Servant	16966 £134 10s	Cherbourg	Nursemaid	3	1	F
BURNS, Miss Mary Delia	17	3rd Class Passenger	330963 £7 17s 7d	Queenstown			0	F
BURR, Mr Ewart Sydenham	29	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
BURRAGE, Mr Arthur Victor Edwards	20	Victualling Crew		Southampton	Plate Steward	13	1	M
BURROUGHS, Mr Arthur Peckham	35	Engineering Crew		Southampton	Fireman		0	M
BURTON, Mr Edward John	35	Engineering Crew		Southampton	Fireman		0	M
BUSS, Miss Kate	36	2nd Class Passenger	27849 £13	Southampton		9	1	F
BUTLER, Mr Reginald Fenton	25	2nd Class Passenger	234686 £13	Southampton	Mechanical Engineer	[97]	0	M
BUTRUS-KA'Wī, Mr Tannūs		3rd Class Passenger	2648 £7 4s 7d	Cherbourg	Shoemaker		0	M
BUTT, Major Archibald Willingham	46	1st Class Passenger	113050 £26 11s	Southampton	Military		0	M
BUTT, Mr Robert Henry	21	Victualling Crew		Southampton	Saloon Steward	[10]	0	M
BUTT, Mr William John	30	Engineering Crew		Southampton	Fireman	[77]	0	M
BUTTERWORTH, Mr John	23	Victualling Crew		Southampton	Saloon Steward	[116]	0	M
BYLES, Fr Thomas Roussel Davids	42	2nd Class Passenger	244310 £13	Southampton	Priest / Minister		0	M
BYRNE, Mr James Edward	38	Victualling Crew		Southampton	Bedroom Steward (2nd Class)		0	M
BYSTRöM, Mrs Karolina	40	2nd Class Passenger	236852 £13	Southampton			1	F
CACIC, Miss Manda	21	3rd Class Passenger	315087 £8 13s 3d	Southampton	Farm Labourer		0	F
CACIC, Miss Marija	30	3rd Class Passenger	315084 £8 13s 3d	Southampton	Farm Labourer		0	F
CACIC, Mr Jego Grga	18	3rd Class Passenger	315091 £8 13s 3d	Southampton	Farmer		0	M
CACIC, Mr Luka	38	3rd Class Passenger	315089 £8 13s 3d	Southampton	Farmer		0	M
CAIRNS, Mr Alexander Milne	28	1st Class Passenger Servant	113798 £31	Southampton	Servant		0	M
CALDERHEAD, Mr Edward Pennington	42	1st Class Passenger	17476 £26 5s 9d	Southampton		5	1	M
CALDERWOOD, Mr Hugh	30	Engineering Crew		Belfast	Trimmer		0	M
CALDWELL, Master Alden Gates	0	2nd Class Passenger	248738 £29	Southampton		13	1	M
CALDWELL, Mr Albert Francis	26	2nd Class Passenger	248738 £29	Southampton		13	1	M
CALDWELL, Mrs Sylvia Mae	28	2nd Class Passenger	248738 £29	Southampton		13	1	F
CALIC, Mr Jovo	17	3rd Class Passenger	315093 £8 13s 3d	Southampton			0	M
CALIC, Mr Petar	17	3rd Class Passenger	315086 £8 13s 3d	Southampton	Farm Labourer		0	M
CAMERON, Miss Clear Annie	35	2nd Class Passenger	13528 £21	Southampton	Personal Maid	14	1	F
CAMPBELL, Mr Donald S.	25	Victualling Crew		Southampton	3rd Class Clerk		0	M
CAMPBELL, Mr William Henry	21	2nd Class Passenger H&W Guarantee Group	239853	Belfast			0	M
CANAVAN, Miss Mary	22	3rd Class Passenger	364846 £7 15s	Queenstown			0	F
CANAVAN, Mr Patrick	21	3rd Class Passenger	364858 £7 15s	Queenstown	General Labourer		0	M
CANDEE, Mrs Helen Churchill	52	1st Class Passenger	17606 £27 8s 11d	Cherbourg		6	1	F
CANN, Mr Ernest	21	3rd Class Passenger	2152 £8 1s	Southampton	Miner		0	M
CANNER, Mr John	39	Engineering Crew		Southampton	Fireman		0	M
CARAM, Mr Joseph	28	3rd Class Passenger	2689 £14 9s 2d	Cherbourg	Merchant		0	M
CARAM, Mrs Maria Elias	18	3rd Class Passenger	2689 £14 9s 2d	Cherbourg	Housekeeper		0	F
CARBINES, Mr William	19	2nd Class Passenger	28424 £13	Southampton	Miner	[18]	0	M
CARDEZA, Mr Thomas Drake Martinez	36	1st Class Passenger	17755 £512 6s 7d	Cherbourg	Gentleman	3	1	M
CARDEZA, Mrs Charlotte Wardle	58	1st Class Passenger	17755 £512 6s 7d	Cherbourg		3	1	F
CARLSSON, Mr August Sigfrid		3rd Class Passenger	350042 £7 15s 11d	Southampton	Farmer		0	M
CARLSSON, Mr Carl Robert	24	3rd Class Passenger	350409 £7 17s 1d	Southampton	General Labourer		0	M
CARLSSON, Mr Frans Olof	33	1st Class Passenger	695 £5	Southampton			0	M
CARNEY, Mr William	31	Victualling Crew		Southampton	Lift Steward	[251]	0	M
CARR, Miss Jane	45	3rd Class Passenger	368364 £7 15s	Queenstown			0	F
CARR, Mr Richard Stephen	37	Engineering Crew		Southampton	Trimmer		0	M
CARRAú-ESTEVES, Mr José Pedro	17	1st Class Passenger	113059 £47 2s	Southampton			0	M
CARRAU, Mr Francisco Mauro Severiano	27	1st Class Passenger	113059 £47 2s	Southampton			0	M
CARTER (BALL), Mr James (W.)	46	Engineering Crew		Southampton	Fireman		0	M
CARTER, Fr Ernest Courtenay	54	2nd Class Passenger	244252 £26	Southampton	Priest / Minister		0	M
CARTER, Master William Thornton II	11	1st Class Passenger	113760 £120	Southampton		4	1	M
CARTER, Miss Lucile Polk	13	1st Class Passenger	113760 £120	Southampton		4	1	F
CARTER, Mr William Ernest	36	1st Class Passenger	113760 £120	Southampton		C	1	M
CARTER, Mrs Lilian	45	2nd Class Passenger	244252 £26	Southampton			0	F
CARTER, Mrs Lucile	36	1st Class Passenger	113760 £120	Southampton		4	1	F
CARTWRIGHT, Mr James Edward	32	Victualling Crew		Belfast	Saloon Steward	[320]	0	M
CARVER, Mr Alfred John	28	3rd Class Passenger	370160 £7 5s	Southampton	Seaman		0	M
CASALI, Sig. Giulio	32	Restaurant Staff		Southampton	Waiter		0	M
CASE, Mr Howard Brown	49	1st Class Passenger	19924 £26	Southampton			0	M
CASEY, Mr Thomas	28	Engineering Crew		Southampton	Trimmer		0	M
CASSEBEER, Mrs Eleanor Genevieve	36	1st Class Passenger	17770 £27 14s 5d	Cherbourg		5	1	F
CASSWILL, Mr Charles	34	Victualling Crew		Southampton	Saloon Steward		0	M
CASTLEMAN, Mr Edward	37	Engineering Crew		Southampton	Greaser		0	M
CATON, Miss Annie	33	Victualling Crew		Southampton	Turkish Bath Stewardess	11	1	F
CAUNT, Mr William Ewart	27	Victualling Crew		Southampton	Grill Cook		0	M
CAVE, Mr Herbert	39	Victualling Crew		Belfast	Saloon Steward (1st class)	[218]	0	M
CAVELL, Mr George Henry	22	Engineering Crew		Southampton	Trimmer	15	1	M
CAVENDISH, Mr Tyrell William	36	1st Class Passenger	19877 £78 17s	Southampton		[172]	0	M
CAVENDISH, Mrs Julia Florence	25	1st Class Passenger	19877 £78 17s	Southampton		6	1	F
CECIL, Mr Charles Thomas	21	Victualling Crew		Southampton	Steward		0	M
CELOTTI, Mr Francesco	24	3rd Class Passenger	343275 £8 1s	Southampton	Stoker		0	M
CHABOISSON, Mr Adrien Finnin	25	Restaurant Staff		Southampton	Roast Cook		0	M
CHAFFEE, Mr Herbert Fuller	46	1st Class Passenger	5734 £61 3s 6d	Southampton			0	M
CHAFFEE, Mrs Carrie Constance	47	1st Class Passenger	5734 £61 3s 6d	Southampton		4	1	F
CHAMBERS, Mr Norman Campbell	27	1st Class Passenger	113806 £53 2s	Southampton		5	1	M
CHAMBERS, Mrs Bertha	32	1st Class Passenger	113806 £53 2s	Southampton		5	1	F
CHAPMAN, Mr Charles Henry	52	2nd Class Passenger	248731 £13 10s	Southampton		[130]	0	M
CHAPMAN, Mr John Henry	36	2nd Class Passenger	29037 £26	Southampton	Farmer	[17]	0	M
CHAPMAN, Mr Joseph Charles	32	Victualling Crew		Southampton	Boots steward, 2nd class	9	1	M
CHAPMAN, Mrs Sara Elizabeth	28	2nd Class Passenger	29037 £26	Southampton			0	F
CHARMAN, Mr John James	25	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
CHARTERS, Mr David	20	3rd Class Passenger	13032 £7 14s 8d	Queenstown	General Labourer		0	M
CHAUDANSON, Miss Victorine	36	1st Class Passenger Servant	17608 £262 7s 6d	Cherbourg	Personal Maid	4	1	F
CHERRETT, Mr William Victor	24	Engineering Crew		Southampton	Fireman		0	M
CHERRY, Miss Gladys	30	1st Class Passenger	110152 £86 10s	Southampton	Of Independent Means	8	1	F
CHEVERTON, Mr William Frederick	27	Victualling Crew		Belfast	Saloon Steward (1st class)	[334]	0	M
CHEVRé, Mr Paul Romaine Marie Léonce	45	1st Class Passenger	17594 £29 14s	Cherbourg	Sculptor	7	1	M
CHIBNALL, Mrs Edith Martha Bowerman	48	1st Class Passenger	113505 £55	Southampton	Of Independent Means	6	1	F
CHIP, Mr Chang	32	3rd Class Passenger	1601 £56 9s 11d	Southampton	Seaman	C	1	M
CHISHOLM, Mr Roderick Robert Crispin	43	1st Class Passenger H&W Guarantee Group	112051	Belfast	Draughtsman		0	M
CHISNALL, Mr George Alexander	36	Engineering Crew		Belfast	Boilermaker	[111]	0	M
CHITTY, Mr Archibald George	28	Victualling Crew		Southampton	Third Class Steward		0	M
CHITTY, Mr George Henry	50	Victualling Crew		Southampton	Baker		0	M
CHORLEY, Mr John Henry	25	Engineering Crew		Southampton	Fireman		0	M
CHRISTMANN, Mr Emil	29	3rd Class Passenger	343276 £8 1s	Southampton	Clerk		0	M
CHRISTMAS, Mr Herbert Harry	33	Victualling Crew		Southampton	Assistant Saloon Steward (2nd class)		0	M
CHRISTY, Miss Rachel Juli Cohen	25	2nd Class Passenger	237789 £30	Southampton		12	1	F
CHRISTY, Mrs Alice Frances	45	2nd Class Passenger	237789 £30	Southampton		12	1	F
CHRONOPOULOS, Mr Apostolos M.	26	3rd Class Passenger	2680 £14 9s 1d	Cherbourg	General Labourer		0	M
CHRONOPOULOS, Mr Dimitrios M.	21	3rd Class Passenger	2680 £14 9s 1d	Cherbourg	General Labourer		0	M
CLARK, Mr Walter Miller	27	1st Class Passenger	13508 £136 15s 7d	Cherbourg			0	M
CLARK, Mr William	39	Engineering Crew		Southampton	Fireman		1	M
CLARK, Mrs Virginia Estelle	26	1st Class Passenger	13508 £136 15s 7d	Cherbourg		4	1	F
CLARKE, Mr Charles Valentine	29	2nd Class Passenger	2003 £26	Southampton	Dairy Worker		0	M
CLARKE, Mr John Frederick Preston	28	2nd Class Passenger Musician	250654	Southampton	Musician	[202]	0	M
CLARKE, Mrs Ada Maria	28	2nd Class Passenger	2003 £27	Southampton		14	1	F
CLEAVER, Miss Alice Catherine	22	1st Class Passenger Servant	113781 £151 16s	Southampton	Nursemaid	11	1	F
CLENCH, Mr Frederick Charles	33	Deck Crew		Southampton	Able Seaman	12	1	M
CLENCH, Mr George James	31	Deck Crew		Southampton	Able Seaman		0	M
CLIFFORD, Mr George Quincy	40	1st Class Passenger	110465 £52	Southampton			0	M
COE, Mr Harry	21	Engineering Crew		Southampton	Trimmer		0	M
COELHO, Mr Domingos Fernandeo	20	3rd Class Passenger	3101307 £7 1s	Southampton	General Labourer		0	M
COHEN, Mr Gurshon	18	3rd Class Passenger	3540 £8 1s	Southampton	Printer / Compositor	12	1	M
COLBERT, Mr Patrick	24	3rd Class Passenger	371109 £7 5s	Queenstown	General Labourer		0	M
COLEFF, Mr Satio	24	3rd Class Passenger	349209 £7 17s 11d	Southampton	General Labourer		0	M
COLEMAN, Mr Albert Edward	28	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
COLEMAN, Mr John	57	Engineering Crew		Belfast	Engineers' Mess steward		0	M
COLERIDGE, Mr Reginald Charles	29	2nd Class Passenger	14263 £10 10s	Southampton	Advertising Consultant		0	M
COLGAN, Mr E. Joseph	33	Victualling Crew		Southampton	Scullion		1	M
COLLANDER, Mr Erik Gustaf		2nd Class Passenger	248740 £13	Southampton			0	M
COLLETT, Mr Sidney Clarence Stuart	25	2nd Class Passenger	28034 £10 10s	Southampton		9	1	M
COLLEY, Mr Edward Pomeroy	37	1st Class Passenger	5727 £25 11s 9d	Southampton			0	M
COLLINS, Mr John	38	Engineering Crew		Southampton	Fireman	1	1	M
COLLINS, Mr John	17	Victualling Crew		Southampton	Scullion	B	1	M
COLLYER, Miss Marjorie Lottie	8	2nd Class Passenger	31921 £26 5s	Southampton		14	1	F
COLLYER, Mr Harvey	31	2nd Class Passenger	31921 £26 5s	Southampton	Grocer		0	M
COLLYER, Mrs Charlotte Caroline	31	2nd Class Passenger	31921 £26 5s	Southampton		14	1	F
COLTCHEFF, Mr Peju	36	3rd Class Passenger	349210 £7 17s 11d	Southampton	General Labourer		0	M
COMBES, Mr George	34	Engineering Crew		Southampton	Fireman	3	1	M
COMPTON, Miss Sara Rebecca	39	1st Class Passenger	17756 £83 3s 2d	Cherbourg		14	1	F
COMPTON, Mr Alexander Taylor jr	37	1st Class Passenger	17756 £83 3s 2d	Cherbourg			0	M
COMPTON, Mrs Mary Eliza	64	1st Class Passenger	17756 £83 3s 2d	Cherbourg		14	1	F
CONLIN, Mr Thomas Henry	31	3rd Class Passenger	21332 £7 14s 8d	Queenstown	General Labourer		0	M
CONNAUGHTON, Mr Michael		3rd Class Passenger	335097 £7 15s	Queenstown	Bus Driver		0	M
CONNOLLY, Miss Catherine	23	3rd Class Passenger	370373 £7 15s	Queenstown		13	1	F
CONNOLLY, Miss Kate	41	3rd Class Passenger	330972 £7 12s 7d	Queenstown			0	F
CONNORS, Mr Patrick	66	3rd Class Passenger	370369 £7 15s	Queenstown	Farm Labourer	[171]	0	M
CONWAY, Mr Percy Walter	24	Victualling Crew		Belfast	Saloon Steward (2nd class)		0	M
COOK, Mr George	32	Victualling Crew		Southampton	Saloon Steward		0	M
COOK, Mr Jacob	43	3rd Class Passenger	3536 £8 1s	Southampton	Wood Carver		0	M
COOK, Mrs Selena		2nd Class Passenger	14266 £10 10s	Southampton		14	1	F
COOMBS, Mr Charles Augustus	44	Victualling Crew		Southampton	Assistant Cook		0	M
COOPER, Mr Harry	26	Engineering Crew		Southampton	Fireman		0	M
COOPER, Mr James Edward	25	Engineering Crew		Southampton	Trimmer		0	M
COPPERTHWAITE, Mr Albert Harry	22	Engineering Crew		Southampton	Fireman		0	M
COR, Mr Bartol	35	3rd Class Passenger	349230 £7 17s 11d	Southampton	General Labourer		0	M
COR, Mr Ivan	27	3rd Class Passenger	349229 £7 17s 11d	Southampton	General Labourer		0	M
COR, Mr Liudevit	19	3rd Class Passenger	349231 £7 17s 11d	Southampton	General Labourer		0	M
CORBEN, Mr Ernest Theodore	27	Victualling Crew		Southampton	Assistant Printer Steward		0	M
CORBETT, Mrs Irene	30	2nd Class Passenger	237249 £13	Southampton	Musician		0	F
CORCORAN, Mr Denny	33	Engineering Crew		Southampton	Fireman		0	M
COREY, Mrs Mary Emma	30	2nd Class Passenger	13534 £21	Southampton			0	F
CORN, Mr Harry	30	3rd Class Passenger	392090 £8 1s	Southampton	Upholsterer		0	M
CORNAIRE, Mr Marcel Raymond André	19	Restaurant Staff		Southampton	Assistant Roast Cook		0	M
CORNELL, Mrs Malvina Helen	55	1st Class Passenger	11770 £25 14s 10d	Southampton		2	1	F
CORR, Miss Helen	16	3rd Class Passenger	367231 £7 15s	Queenstown		16	1	F
COTTERILL, Mr Henry	20	2nd Class Passenger	29107 £11 10s	Southampton	Carpenter / Joiner		0	M
COTTON, Mr Alfred	35	Engineering Crew		Southampton	Trimmer		0	M
COUCH, Mr Frank	28	Deck Crew		Southampton	Able Seaman	[253]	0	M
COUCH, Mr Joseph Henry	49	Engineering Crew		Southampton	Greaser		0	M
COUPER, Mr Robert Frederick William	29	Engineering Crew		Southampton	Fireman	3	1	M
COUTIN, Mr Auguste Louis	28	Restaurant Staff		Southampton	Entre� Cook		0	M
COUTTS, Master Neville Leslie	3	3rd Class Passenger	37671 £15 18s	Southampton		2	1	M
COUTTS, Master William Loch	9	3rd Class Passenger	37671 £15 18s	Southampton		2	1	M
COUTTS, Mrs Winnie	36	3rd Class Passenger	37671 £15 18s	Southampton		2	1	F
COX, Mr William Denton	29	Victualling Crew		Southampton	Third class steward	[300]	0	M
COXON, Mr Daniel	59	3rd Class Passenger	364500 £7 5s	Southampton	Dealer		0	M
COY, Mr Francis Ernest George	26	Engineering Crew		Belfast	Junior Assistant 3rd. Engineer		0	M
CRABB, Mr Henry James	23	Engineering Crew		Southampton	Trimmer		0	M
CRAFTER, Mr Frederick Horace	20	Victualling Crew		Southampton	Saloon Steward (1st class)	15	1	M
CRAFTON, Mr John Bertram	59	1st Class Passenger	113791 £26 11s	Southampton	Businessman		0	M
CRAWFORD, Mr Alfred George	43	Victualling Crew		Belfast	Bed Room Steward	8	1	M
CREASE, Mr Ernest James	19	3rd Class Passenger	3464 £8 3s 2d	Southampton	Tinsmith		0	M
CREESE, Mr Henry Philip	44	Engineering Crew		Belfast	Deck Engineer		0	M
CRIBB, Miss Laura Mae	16	3rd Class Passenger	371362 £16 2s	Southampton	Shop Assistant	12	1	F
CRIBB, Mr John Hatfield	44	3rd Class Passenger	371362 £16 2s	Southampton	Butler		0	M
CRIMMINS, Mr James	21	Engineering Crew		Southampton	Fireman	13	1	M
CRISP, Mr Albert Hector	39	Victualling Crew		Belfast	Saloon Steward		0	M
CRISPIN, Mr William	32	Victualling Crew		Southampton	Glory Hole Steward		0	M
CROSBIE, Mr John Borthwick	44	Victualling Crew		Southampton	Turkish Bath Attendant		0	M
CROSBY, Captain Edward Gifford	70	1st Class Passenger	5735 £71	Southampton		[269]	0	M
CROSBY, Miss Harriette Rebecca	39	1st Class Passenger	112901 £26 11s	Southampton		7	1	F
CROSBY, Mrs Catherine Elizabeth	64	1st Class Passenger	5735 £71	Southampton		7	1	F
CROSS, Mr William Alfred	43	Engineering Crew		Southampton	Fireman		0	M
CROVELLA, Sig. Luigi	17	Restaurant Staff		Southampton	Assistant Waiter		0	M
CROWE, Mr George Frederick	30	Victualling Crew		Southampton	Saloon Steward	14	1	M
CRUMPLIN, Mr Charles George Chandler	35	Victualling Crew		Belfast	Bed Room Steward		0	M
CULLEN, Mr Charles James	49	Victualling Crew		Belfast	1st Class Bedroom Steward	11	1	M
CULUMOVIC, Mr Jeso	17	3rd Class Passenger	315090 £8 13s 3d	Southampton			0	M
CUMINGS, Mr John Bradley	39	1st Class Passenger	17599 £71 5s 8d	Cherbourg			0	M
CUMINGS, Mrs Florence Briggs	35	1st Class Passenger	17599 £71 5s 8d	Cherbourg		4	1	F
CUNNINGHAM, Mr Alfred Fleming	21	2nd Class Passenger H&W Guarantee Group	239853	Belfast	Fitter		0	M
CUNNINGHAM, Mr Andrew Orr	38	Victualling Crew		Belfast	1st Class Bedroom Steward	4	1	M
CUNNINGHAM, Mr B.	30	Engineering Crew		Southampton	Fireman		0	M
CURTIS, Mr Arthur	25	Engineering Crew		Southampton	Fireman		0	M
DAHER, Mr Tannous	28	3rd Class Passenger	2686 £7 4s 7d	Cherbourg			0	M
DAHL, Mr Charles Edward	45	3rd Class Passenger	7598 £8 1s	Southampton	Carpenter / Joiner	15	1	M
DAHLBERG, Miss Gerda Ulrika		3rd Class Passenger	7552 £10 10s 4d	Southampton			0	F
DAKIC, Mr Branko	19	3rd Class Passenger	349228 £10 3s 5d	Southampton	General Labourer		0	M
DALY, Miss Margaret Marcella	33	3rd Class Passenger	382650 £6 19s	Queenstown	Housekeeper	15	1	F
DALY, Mr Eugene Patrick	29	3rd Class Passenger	382651 £7 15s	Queenstown	Farm Labourer	B	1	M
DALY, Mr Peter Dennis	51	1st Class Passenger	113055 £26 11s	Southampton	Businessman		1	M
DANBOM, Master Gilbert Sigvard Emanuel	0	3rd Class Passenger	347080 £14 8s	Southampton			0	M
DANBOM, Mr Ernst Gilbert	34	3rd Class Passenger	347080 £14 8s	Southampton	General Labourer	[197]	0	M
DANBOM, Mrs Anna Sigrid Maria	28	3rd Class Passenger	347080 £14 8s	Southampton			0	F
DANIEL, Mr Robert Williams	27	1st Class Passenger	113804 £30 10s	Southampton		3	1	M
DANIELS, Miss Sarah Rebecca	33	1st Class Passenger Servant	113781 £151 16s	Southampton	Personal Maid	8	1	F
DANIELS, Mr Sidney Edward	18	Victualling Crew		Southampton	Third class steward		1	M
DANOFF, Mr Yoto	27	3rd Class Passenger	349219 £7 17s 11d	Southampton	General Labourer		0	M
DASHWOOD, Mr William George	18	Victualling Crew		Southampton	Saloon Steward (2nd class)	[83]	0	M
DAVIDSON, Mr Thornton	31	1st Class Passenger	12750 £52	Cherbourg			0	M
DAVIDSON, Mrs Orian	27	1st Class Passenger	12750 £52	Cherbourg		3	1	F
DAVIES, Master John Morgan jr		2nd Class Passenger	33112 £36 15s	Southampton		14	1	M
DAVIES, Mr Alfred James	24	3rd Class Passenger	48871 £24 3s	Southampton	Caster		0	M
DAVIES, Mr Charles Henry	19	2nd Class Passenger	14879 £73 10s	Southampton			0	M
DAVIES, Mr Evan	22	3rd Class Passenger	23568 £8 1s	Southampton	Miner		0	M
DAVIES, Mr Gordon Raleigh	32	Victualling Crew		Belfast	1st Class Bedroom Steward		0	M
DAVIES, Mr John	21	3rd Class Passenger	48871 £24 3s	Southampton	Ironworker		0	M
DAVIES, Mr Joseph	17	3rd Class Passenger	48873 £8 1s	Southampton	Ironworker		0	M
DAVIES, Mr Robert J.	26	Victualling Crew		Belfast	Saloon Steward	[191]	0	M
DAVIES, Mr Thomas	33	Engineering Crew		Southampton	Leading Fireman		0	M
DAVIES, Mrs Agnes	48	2nd Class Passenger	33112 £36 15s	Southampton		14	1	F
DAVIS, Miss Mary Ann Charlotte		2nd Class Passenger	237668 £13	Southampton		13	1	F
DAVIS, Mr John	29	Victualling Crew		Belfast	Extra 2nd Baker	[200]	0	M
DAVIS, Mr Stephen James	39	Deck Crew		Southampton	Able Seaman		0	M
DAVISON, Mr Thomas Henry	32	3rd Class Passenger	386525 £16 2s	Southampton	Blacksmith		0	M
DAVISON, Mrs Mary Elizabeth	34	3rd Class Passenger	386525 £16 2s	Southampton		16	1	F
DAWSON, Mr Joseph	23	Engineering Crew		Southampton	Trimmer	[227]	0	M
DE MARSICO, Sig. Govanni	20	Restaurant Staff		Southampton	Assistant Waiter		0	M
DE MESSEMAEKER, Mr Guillaume Joseph	36	3rd Class Passenger	345572 £17 8s	Southampton		15	1	M
DE MESSEMAEKER, Mrs Anna	36	3rd Class Passenger	345572 £17 8s	Southampton		13	1	F
DE MULDER, Mr Theodoor	30	3rd Class Passenger	345774 £9 10s	Southampton		11	1	M
DE PELSMAEKER, Mr Alfons	16	3rd Class Passenger	345778 £9 10s	Southampton	Farm Labourer		0	M
DEACON, Mr Percy William	18	2nd Class Passenger	14879 £73 10s	Southampton	Baker		0	M
DEAN, Master Bertram Vere	1	3rd Class Passenger	2315 £20 11s 6d	Southampton		10	1	M
DEAN, Miss Elizabeth Gladys 'Millvina'	0	3rd Class Passenger	2315 £20 11s 6d	Southampton		10	1	F
DEAN, Mr Bertram Frank	25	3rd Class Passenger	2315 £20 11s 6d	Southampton	Farmer		0	M
DEAN, Mr George H.	19	Victualling Crew		Southampton	Assistant Saloon Steward	[252]	0	M
DEAN, Mrs Eva Georgetta	32	3rd Class Passenger	2315 £20 11s 6d	Southampton		10	1	F
